anio,mes,dia,hora(utc),altura(mm)
2016,7,5,6,1082 
2016,7,5,7,1317 
2016,7,5,8,1451 
2016,7,5,9,1393 
2016,7,5,10,1135 
2016,7,5,11,757 
2016,7,5,12,349 
2016,7,5,13,-12 
2016,7,5,14,-240 
2016,7,5,15,-262 
2016,7,5,16,-63 
2016,7,5,17,315 
2016,7,5,18,805 
2016,7,5,19,1328 
2016,7,5,20,1781 
2016,7,5,21,2048 
2016,7,5,22,2069 
2016,7,5,23,1877 
2016,7,6,0,1556 
2016,7,6,1,1187 
2016,7,6,2,854 
2016,7,6,3,638 
2016,7,6,4,581 
2016,7,6,5,673 
2016,7,6,6,867 
2016,7,6,7,1109 
2016,7,6,8,1322 
2016,7,6,9,1405 
2016,7,6,10,1296 
2016,7,6,11,1025 
2016,7,6,12,672 
2016,7,6,13,312 
2016,7,6,14,16 
2016,7,6,15,-137 
2016,7,6,16,-98 
2016,7,6,17,132 
2016,7,6,18,515 
2016,7,6,19,988 
2016,7,6,20,1462 
2016,7,6,21,1826 
2016,7,6,22,1990 
2016,7,6,23,1933 
2016,7,7,0,1710 
2016,7,7,1,1394 
2016,7,7,2,1061 
2016,7,7,3,783 
2016,7,7,4,622 
2016,7,7,5,598 
2016,7,7,6,701 
2016,7,7,7,896 
2016,7,7,8,1121 
2016,7,7,9,1289 
2016,7,7,10,1316 
2016,7,7,11,1179 
2016,7,7,12,926 
2016,7,7,13,626 
2016,7,7,14,334 
2016,7,7,15,119 
2016,7,7,16,40 
2016,7,7,17,124 
2016,7,7,18,365 
2016,7,7,19,731 
2016,7,7,20,1157 
2016,7,7,21,1543 
2016,7,7,22,1795 
2016,7,7,23,1861 
2016,7,8,0,1752 
2016,7,8,1,1523 
2016,7,8,2,1238 
2016,7,8,3,958 
2016,7,8,4,742 
2016,7,8,5,627 
2016,7,8,6,625 
2016,7,8,7,733 
2016,7,8,8,918 
2016,7,8,9,1109 
2016,7,8,10,1221 
2016,7,8,11,1206 
2016,7,8,12,1072 
2016,7,8,13,865 
2016,7,8,14,631 
2016,7,8,15,419 
2016,7,8,16,284 
2016,7,8,17,265 
2016,7,8,18,373 
2016,7,8,19,605 
2016,7,8,20,933 
2016,7,8,21,1281 
2016,7,8,22,1557 
2016,7,8,23,1698 
2016,7,9,0,1689 
2016,7,9,1,1556 
2016,7,9,2,1344 
2016,7,9,3,1103 
2016,7,9,4,883 
2016,7,9,5,721 
2016,7,9,6,639 
2016,7,9,7,652 
2016,7,9,8,761 
2016,7,9,9,924 
2016,7,9,10,1070 
2016,7,9,11,1137 
2016,7,9,12,1108 
2016,7,9,13,1004 
2016,7,9,14,855 
2016,7,9,15,693 
2016,7,9,16,557 
2016,7,9,17,488 
2016,7,9,18,506 
2016,7,9,19,617 
2016,7,9,20,823 
2016,7,9,21,1090 
2016,7,9,22,1341 
2016,7,9,23,1507 
2016,7,10,0,1561 
2016,7,10,1,1509 
2016,7,10,2,1374 
2016,7,10,3,1191 
2016,7,10,4,997 
2016,7,10,5,829 
2016,7,10,6,706 
2016,7,10,7,646 
2016,7,10,8,669 
2016,7,10,9,771 
2016,7,10,10,907 
2016,7,10,11,1016 
2016,7,10,12,1064 
2016,7,10,13,1051 
2016,7,10,14,992 
2016,7,10,15,903 
2016,7,10,16,806 
2016,7,10,17,731 
2016,7,10,18,703 
2016,7,10,19,731 
2016,7,10,20,826 
2016,7,10,21,989 
2016,7,10,22,1181 
2016,7,10,23,1337 
2016,7,11,0,1418 
2016,7,11,1,1419 
2016,7,11,2,1349 
2016,7,11,3,1224 
2016,7,11,4,1071 
2016,7,11,5,916 
2016,7,11,6,782 
2016,7,11,7,682 
2016,7,11,8,636 
2016,7,11,9,663 
2016,7,11,10,757 
2016,7,11,11,873 
2016,7,11,12,970 
2016,7,11,13,1029 
2016,7,11,14,1050 
2016,7,11,15,1039 
2016,7,11,16,1002 
2016,7,11,17,953 
2016,7,11,18,912 
2016,7,11,19,896 
2016,7,11,20,912 
2016,7,11,21,975 
2016,7,11,22,1084 
2016,7,11,23,1205 
2016,7,12,0,1290 
2016,7,12,1,1322 
2016,7,12,2,1300 
2016,7,12,3,1226 
2016,7,12,4,1114 
2016,7,12,5,981 
2016,7,12,6,848 
2016,7,12,7,728 
2016,7,12,8,637 
2016,7,12,9,597 
2016,7,12,10,628 
2016,7,12,11,722 
2016,7,12,12,841 
2016,7,12,13,954 
2016,7,12,14,1045 
2016,7,12,15,1107 
2016,7,12,16,1138 
2016,7,12,17,1137 
2016,7,12,18,1109 
2016,7,12,19,1072 
2016,7,12,20,1040 
2016,7,12,21,1028 
2016,7,12,22,1051 
2016,7,12,23,1112 
2016,7,13,0,1184 
2016,7,13,1,1233 
2016,7,13,2,1246 
2016,7,13,3,1217 
2016,7,13,4,1144 
2016,7,13,5,1037 
2016,7,13,6,909 
2016,7,13,7,775 
2016,7,13,8,653 
2016,7,13,9,562 
2016,7,13,10,529 
2016,7,13,11,572 
2016,7,13,12,686 
2016,7,13,13,835 
2016,7,13,14,985 
2016,7,13,15,1116 
2016,7,13,16,1216 
2016,7,13,17,1274 
2016,7,13,18,1282 
2016,7,13,19,1244 
2016,7,13,20,1183 
2016,7,13,21,1118 
2016,7,13,22,1068 
2016,7,13,23,1058 
2016,7,14,0,1092 
2016,7,14,1,1148 
2016,7,14,2,1191 
2016,7,14,3,1203 
2016,7,14,4,1172 
2016,7,14,5,1095 
2016,7,14,6,978 
2016,7,14,7,834 
2016,7,14,8,682 
2016,7,14,9,547 
2016,7,14,10,457 
2016,7,14,11,440 
2016,7,14,12,517 
2016,7,14,13,675 
2016,7,14,14,873 
2016,7,14,15,1069 
2016,7,14,16,1239 
2016,7,14,17,1364 
2016,7,14,18,1423 
2016,7,14,19,1407 
2016,7,14,20,1331 
2016,7,14,21,1226 
2016,7,14,22,1120 
2016,7,14,23,1042 
2016,7,15,0,1020 
2016,7,15,1,1058 
2016,7,15,2,1124 
2016,7,15,3,1177 
2016,7,15,4,1194 
2016,7,15,5,1157 
2016,7,15,6,1061 
2016,7,15,7,913 
2016,7,15,8,734 
2016,7,15,9,555 
2016,7,15,10,410 
2016,7,15,11,332 
2016,7,15,12,354 
2016,7,15,13,489 
2016,7,15,14,711 
2016,7,15,15,964 
2016,7,15,16,1206 
2016,7,15,17,1404 
2016,7,15,18,1528 
2016,7,15,19,1553 
2016,7,15,20,1484 
2016,7,15,21,1351 
2016,7,15,22,1197 
2016,7,15,23,1057 
2016,7,16,0,972 
2016,7,16,1,970 
2016,7,16,2,1038 
2016,7,16,3,1128 
2016,7,16,4,1196 
2016,7,16,5,1213 
2016,7,16,6,1155 
2016,7,16,7,1017 
2016,7,16,8,819 
2016,7,16,9,598 
2016,7,16,10,394 
2016,7,16,11,251 
2016,7,16,12,209 
2016,7,16,13,297 
2016,7,16,14,511 
2016,7,16,15,802 
2016,7,16,16,1109 
2016,7,16,17,1386 
2016,7,16,18,1589 
2016,7,16,19,1677 
2016,7,16,20,1636 
2016,7,16,21,1494 
2016,7,16,22,1299 
2016,7,16,23,1103 
2016,7,17,0,953 
2016,7,17,1,894 
2016,7,17,2,939 
2016,7,17,3,1048 
2016,7,17,4,1163 
2016,7,17,5,1242 
2016,7,17,6,1247 
2016,7,17,7,1145 
2016,7,17,8,944 
2016,7,17,9,687 
2016,7,17,10,427 
2016,7,17,11,212 
2016,7,17,12,94 
2016,7,17,13,117 
2016,7,17,14,293 
2016,7,17,15,590 
2016,7,17,16,945 
2016,7,17,17,1298 
2016,7,17,18,1591 
2016,7,17,19,1764 
2016,7,17,20,1778 
2016,7,17,21,1650 
2016,7,17,22,1433 
2016,7,17,23,1185 
2016,7,18,0,968 
2016,7,18,1,841 
2016,7,18,2,838 
2016,7,18,3,940 
2016,7,18,4,1088 
2016,7,18,5,1226 
2016,7,18,6,1307 
2016,7,18,7,1276 
2016,7,18,8,1106 
2016,7,18,9,833 
2016,7,18,10,523 
2016,7,18,11,239 
2016,7,18,12,34 
2016,7,18,13,-31 
2016,7,18,14,79 
2016,7,18,15,349 
2016,7,18,16,721 
2016,7,18,17,1130 
2016,7,18,18,1511 
2016,7,18,19,1789 
2016,7,18,20,1892 
2016,7,18,21,1809 
2016,7,18,22,1592 
2016,7,18,23,1310 
2016,7,19,0,1031 
2016,7,19,1,826 
2016,7,19,2,752 
2016,7,19,3,817 
2016,7,19,4,972 
2016,7,19,5,1154 
2016,7,19,6,1307 
2016,7,19,7,1372 
2016,7,19,8,1281 
2016,7,19,9,1032 
2016,7,19,10,694 
2016,7,19,11,351 
2016,7,19,12,63 
2016,7,19,13,-105 
2016,7,19,14,-94 
2016,7,19,15,110 
2016,7,19,16,461 
2016,7,19,17,892 
2016,7,19,18,1338 
2016,7,19,19,1718 
2016,7,19,20,1940 
2016,7,19,21,1945 
2016,7,19,22,1761 
2016,7,19,23,1471 
2016,7,20,0,1149 
2016,7,20,1,868 
2016,7,20,2,705 
2016,7,20,3,700 
2016,7,20,4,828 
2016,7,20,5,1025 
2016,7,20,6,1232 
2016,7,20,7,1390 
2016,7,20,8,1415 
2016,7,20,9,1250 
2016,7,20,10,930 
2016,7,20,11,553 
2016,7,20,12,202 
2016,7,20,13,-63 
2016,7,20,14,-172 
2016,7,20,15,-77 
2016,7,20,16,206 
2016,7,20,17,617 
2016,7,20,18,1086 
2016,7,20,19,1540 
2016,7,20,20,1881 
2016,7,20,21,2012 
2016,7,20,22,1911 
2016,7,20,23,1646 
2016,7,21,0,1309 
2016,7,21,1,976 
2016,7,21,2,724 
2016,7,21,3,620 
2016,7,21,4,680 
2016,7,21,5,855 
2016,7,21,6,1084 
2016,7,21,7,1308 
2016,7,21,8,1449 
2016,7,21,9,1417 
2016,7,21,10,1185 
2016,7,21,11,826 
2016,7,21,12,444 
2016,7,21,13,112 
2016,7,21,14,-108 
2016,7,21,15,-148 
2016,7,21,16,21 
2016,7,21,17,358 
2016,7,21,18,800 
2016,7,21,19,1277 
2016,7,21,20,1702 
2016,7,21,21,1964 
2016,7,21,22,1990 
2016,7,21,23,1801 
2016,7,22,0,1486 
2016,7,22,1,1135 
2016,7,22,2,819 
2016,7,22,3,614 
2016,7,22,4,570 
2016,7,22,5,678 
2016,7,22,6,884 
2016,7,22,7,1135 
2016,7,22,8,1360 
2016,7,22,9,1466 
2016,7,22,10,1378 
2016,7,22,11,1110 
2016,7,22,12,751 
2016,7,22,13,397 
2016,7,22,14,106 
2016,7,22,15,-55 
2016,7,22,16,-30 
2016,7,22,17,186 
2016,7,22,18,545 
2016,7,22,19,987 
2016,7,22,20,1437 
2016,7,22,21,1790 
2016,7,22,22,1951 
2016,7,22,23,1884 
2016,7,23,0,1640 
2016,7,23,1,1310 
2016,7,23,2,971 
2016,7,23,3,693 
2016,7,23,4,540 
2016,7,23,5,542 
2016,7,23,6,678 
2016,7,23,7,904 
2016,7,23,8,1162 
2016,7,23,9,1369 
2016,7,23,10,1434 
2016,7,23,11,1316 
2016,7,23,12,1053 
2016,7,23,13,732 
2016,7,23,14,428 
2016,7,23,15,195 
2016,7,23,16,93 
2016,7,23,17,163 
2016,7,23,18,393 
2016,7,23,19,741 
2016,7,23,20,1150 
2016,7,23,21,1533 
2016,7,23,22,1789 
2016,7,23,23,1853 
2016,7,24,0,1724 
2016,7,24,1,1460 
2016,7,24,2,1141 
2016,7,24,3,835 
2016,7,24,4,602 
2016,7,24,5,490 
2016,7,24,6,518 
2016,7,24,7,669 
2016,7,24,8,903 
2016,7,24,9,1152 
2016,7,24,10,1331 
2016,7,24,11,1372 
2016,7,24,12,1260 
2016,7,24,13,1041 
2016,7,24,14,783 
2016,7,24,15,542 
2016,7,24,16,369 
2016,7,24,17,312 
2016,7,24,18,394 
2016,7,24,19,608 
2016,7,24,20,917 
2016,7,24,21,1260 
2016,7,24,22,1548 
2016,7,24,23,1706 
2016,7,25,0,1700 
2016,7,25,1,1545 
2016,7,25,2,1289 
2016,7,25,3,999 
2016,7,25,4,732 
2016,7,25,5,537 
2016,7,25,6,449 
2016,7,25,7,488 
2016,7,25,8,642 
2016,7,25,9,871 
2016,7,25,10,1102 
2016,7,25,11,1262 
2016,7,25,12,1309 
2016,7,25,13,1241 
2016,7,25,14,1090 
2016,7,25,15,903 
2016,7,25,16,726 
2016,7,25,17,600 
2016,7,25,18,559 
2016,7,25,19,625 
2016,7,25,20,795 
2016,7,25,21,1041 
2016,7,25,22,1297 
2016,7,25,23,1490 
2016,7,26,0,1573 
2016,7,26,1,1534 
2016,7,26,2,1381 
2016,7,26,3,1149 
2016,7,26,4,892 
2016,7,26,5,658 
2016,7,26,6,483 
2016,7,26,7,402 
2016,7,26,8,438 
2016,7,26,9,588 
2016,7,26,10,805 
2016,7,26,11,1024 
2016,7,26,12,1190 
2016,7,26,13,1276 
2016,7,26,14,1274 
2016,7,26,15,1198 
2016,7,26,16,1079 
2016,7,26,17,951 
2016,7,26,18,844 
2016,7,26,19,790 
2016,7,26,20,814 
2016,7,26,21,923 
2016,7,26,22,1092 
2016,7,26,23,1264 
2016,7,27,0,1386 
2016,7,27,1,1434 
2016,7,27,2,1393 
2016,7,27,3,1257 
2016,7,27,4,1052 
2016,7,27,5,821 
2016,7,27,6,600 
2016,7,27,7,424 
2016,7,27,8,335 
2016,7,27,9,362 
2016,7,27,10,503 
2016,7,27,11,714 
2016,7,27,12,942 
2016,7,27,13,1144 
2016,7,27,14,1291 
2016,7,27,15,1362 
2016,7,27,16,1354 
2016,7,27,17,1285 
2016,7,27,18,1177 
2016,7,27,19,1058 
2016,7,27,20,964 
2016,7,27,21,930 
2016,7,27,22,973 
2016,7,27,23,1074 
2016,7,28,0,1188 
2016,7,28,1,1279 
2016,7,28,2,1325 
2016,7,28,3,1300 
2016,7,28,4,1186 
2016,7,28,5,999 
2016,7,28,6,774 
2016,7,28,7,543 
2016,7,28,8,348 
2016,7,28,9,240 
2016,7,28,10,255 
2016,7,28,11,394 
2016,7,28,12,620 
2016,7,28,13,883 
2016,7,28,14,1142 
2016,7,28,15,1359 
2016,7,28,16,1497 
2016,7,28,17,1538 
2016,7,28,18,1487 
2016,7,28,19,1364 
2016,7,28,20,1204 
2016,7,28,21,1054 
2016,7,28,22,959 
2016,7,28,23,947 
2016,7,29,0,1007 
2016,7,29,1,1104 
2016,7,29,2,1201 
2016,7,29,3,1268 
2016,7,29,4,1267 
2016,7,29,5,1168 
2016,7,29,6,980 
2016,7,29,7,735 
2016,7,29,8,473 
2016,7,29,9,247 
2016,7,29,10,117 
2016,7,29,11,127 
2016,7,29,12,282 
2016,7,29,13,547 
2016,7,29,14,866 
2016,7,29,15,1191 
2016,7,29,16,1473 
2016,7,29,17,1661 
2016,7,29,18,1720 
2016,7,29,19,1649 
2016,7,29,20,1480 
2016,7,29,21,1261 
2016,7,29,22,1050 
2016,7,29,23,906 
2016,7,30,0,868 
2016,7,30,1,927 
2016,7,30,2,1042 
2016,7,30,3,1168 
2016,7,30,4,1268 
2016,7,30,5,1287 
2016,7,30,6,1187 
2016,7,30,7,973 
2016,7,30,8,687 
2016,7,30,9,382 
2016,7,30,10,123 
2016,7,30,11,-22 
2016,7,30,12,2 
2016,7,30,13,197 
2016,7,30,14,518 
2016,7,30,15,899 
2016,7,30,16,1287 
2016,7,30,17,1621 
2016,7,30,18,1828 
2016,7,30,19,1865 
2016,7,30,20,1741 
2016,7,30,21,1507 
2016,7,30,22,1225 
2016,7,30,23,964 
2016,7,31,0,798 
2016,7,31,1,771 
2016,7,31,2,863 
2016,7,31,3,1016 
2016,7,31,4,1182 
2016,7,31,5,1314 
2016,7,31,6,1340 
2016,7,31,7,1216 
2016,7,31,8,958 
2016,7,31,9,621 
2016,7,31,10,274 
2016,7,31,11,-10 
2016,7,31,12,-148 
2016,7,31,13,-87 
2016,7,31,14,166 
2016,7,31,15,545 
2016,7,31,16,984 
2016,7,31,17,1422 
2016,7,31,18,1779 
2016,7,31,19,1965 
2016,7,31,20,1942 
2016,7,31,21,1747 
2016,7,31,22,1445 
2016,7,31,23,1110 
2016,8,1,0,825 
2016,8,1,1,676 
2016,8,1,2,690 
2016,8,1,3,827 
2016,8,1,4,1024 
2016,8,1,5,1231 
2016,8,1,6,1383 
2016,8,1,7,1395 
2016,8,1,8,1226 
2016,8,1,9,915 
2016,8,1,10,535 
2016,8,1,11,160 
2016,8,1,12,-123 
2016,8,1,13,-228 
2016,8,1,14,-110 
2016,8,1,15,202 
2016,8,1,16,632 
2016,8,1,17,1114 
2016,8,1,18,1577 
2016,8,1,19,1916 
2016,8,1,20,2038 
2016,8,1,21,1935 
2016,8,1,22,1667 
2016,8,1,23,1310 
2016,8,2,0,948 
2016,8,2,1,677 
2016,8,2,2,573 
2016,8,2,3,641 
2016,8,2,4,824 
2016,8,2,5,1062 
2016,8,2,6,1299 
2016,8,2,7,1448 
2016,8,2,8,1419 
2016,8,2,9,1197 
2016,8,2,10,845 
2016,8,2,11,441 
2016,8,2,12,67 
2016,8,2,13,-184 
2016,8,2,14,-230 
2016,8,2,15,-50 
2016,8,2,16,309 
2016,8,2,17,773 
2016,8,2,18,1274 
2016,8,2,19,1721 
2016,8,2,20,1994 
2016,8,2,21,2024 
2016,8,2,22,1838 
2016,8,2,23,1512 
2016,8,3,0,1128 
2016,8,3,1,777 
2016,8,3,2,554 
2016,8,3,3,512 
2016,8,3,4,629 
2016,8,3,5,850 
2016,8,3,6,1118 
2016,8,3,7,1362 
2016,8,3,8,1477 
2016,8,3,9,1392 
2016,8,3,10,1127 
2016,8,3,11,757 
2016,8,3,12,360 
2016,8,3,13,20 
2016,8,3,14,-167 
2016,8,3,15,-142 
2016,8,3,16,91 
2016,8,3,17,478 
2016,8,3,18,953 
2016,8,3,19,1437 
2016,8,3,20,1816 
2016,8,3,21,1986 
2016,8,3,22,1918 
2016,8,3,23,1666 
2016,8,4,0,1312 
2016,8,4,1,938 
2016,8,4,2,635 
2016,8,4,3,482 
2016,8,4,4,498 
2016,8,4,5,653 
2016,8,4,6,900 
2016,8,4,7,1179 
2016,8,4,8,1396 
2016,8,4,9,1453 
2016,8,4,10,1314 
2016,8,4,11,1030 
2016,8,4,12,672 
2016,8,4,13,314 
2016,8,4,14,43 
2016,8,4,15,-62 
2016,8,4,16,28 
2016,8,4,17,294 
2016,8,4,18,689 
2016,8,4,19,1144 
2016,8,4,20,1562 
2016,8,4,21,1832 
2016,8,4,22,1885 
2016,8,4,23,1734 
2016,8,5,0,1447 
2016,8,5,1,1100 
2016,8,5,2,774 
2016,8,5,3,547 
2016,8,5,4,464 
2016,8,5,5,526 
2016,8,5,6,708 
2016,8,5,7,967 
2016,8,5,8,1226 
2016,8,5,9,1386 
2016,8,5,10,1377 
2016,8,5,11,1206 
2016,8,5,12,931 
2016,8,5,13,614 
2016,8,5,14,325 
2016,8,5,15,144 
2016,8,5,16,120 
2016,8,5,17,256 
2016,8,5,18,534 
2016,8,5,19,911 
2016,8,5,20,1306 
2016,8,5,21,1616 
2016,8,5,22,1757 
2016,8,5,23,1706 
2016,8,6,0,1504 
2016,8,6,1,1216 
2016,8,6,2,911 
2016,8,6,3,660 
2016,8,6,4,514 
2016,8,6,5,491 
2016,8,6,6,586 
2016,8,6,7,784 
2016,8,6,8,1032 
2016,8,6,9,1242 
2016,8,6,10,1329 
2016,8,6,11,1270 
2016,8,6,12,1095 
2016,8,6,13,856 
2016,8,6,14,603 
2016,8,6,15,403 
2016,8,6,16,312 
2016,8,6,17,350 
2016,8,6,18,510 
2016,8,6,19,778 
2016,8,6,20,1106 
2016,8,6,21,1404 
2016,8,6,22,1584 
2016,8,6,23,1606 
2016,8,7,0,1484 
2016,8,7,1,1265 
2016,8,7,2,1007 
2016,8,7,3,769 
2016,8,7,4,600 
2016,8,7,5,525 
2016,8,7,6,545 
2016,8,7,7,663 
2016,8,7,8,861 
2016,8,7,9,1074 
2016,8,7,10,1217 
2016,8,7,11,1244 
2016,8,7,12,1164 
2016,8,7,13,1013 
2016,8,7,14,827 
2016,8,7,15,652 
2016,8,7,16,540 
2016,8,7,17,522 
2016,8,7,18,596 
2016,8,7,19,755 
2016,8,7,20,989 
2016,8,7,21,1239 
2016,8,7,22,1419 
2016,8,7,23,1478 
2016,8,8,0,1415 
2016,8,8,1,1259 
2016,8,8,2,1054 
2016,8,8,3,847 
2016,8,8,4,682 
2016,8,8,5,584 
2016,8,8,6,559 
2016,8,8,7,608 
2016,8,8,8,735 
2016,8,8,9,915 
2016,8,8,10,1076 
2016,8,8,11,1161 
2016,8,8,12,1158 
2016,8,8,13,1088 
2016,8,8,14,978 
2016,8,8,15,856 
2016,8,8,16,758 
2016,8,8,17,716 
2016,8,8,18,740 
2016,8,8,19,820 
2016,8,8,20,958 
2016,8,8,21,1135 
2016,8,8,22,1289 
2016,8,8,23,1360 
2016,8,9,0,1332 
2016,8,9,1,1225 
2016,8,9,2,1068 
2016,8,9,3,896 
2016,8,9,4,744 
2016,8,9,5,640 
2016,8,9,6,590 
2016,8,9,7,593 
2016,8,9,8,656 
2016,8,9,9,778 
2016,8,9,10,927 
2016,8,9,11,1044 
2016,8,9,12,1099 
2016,8,9,13,1099 
2016,8,9,14,1061 
2016,8,9,15,1001 
2016,8,9,16,940 
2016,8,9,17,901 
2016,8,9,18,898 
2016,8,9,19,930 
2016,8,9,20,993 
2016,8,9,21,1089 
2016,8,9,22,1195 
2016,8,9,23,1262 
2016,8,10,0,1257 
2016,8,10,1,1187 
2016,8,10,2,1071 
2016,8,10,3,932 
2016,8,10,4,797 
2016,8,10,5,691 
2016,8,10,6,623 
2016,8,10,7,594 
2016,8,10,8,607 
2016,8,10,9,669 
2016,8,10,10,777 
2016,8,10,11,899 
2016,8,10,12,998 
2016,8,10,13,1059 
2016,8,10,14,1087 
2016,8,10,15,1091 
2016,8,10,16,1081 
2016,8,10,17,1064 
2016,8,10,18,1052 
2016,8,10,19,1052 
2016,8,10,20,1064 
2016,8,10,21,1091 
2016,8,10,22,1135 
2016,8,10,23,1177 
2016,8,11,0,1186 
2016,8,11,1,1150 
2016,8,11,2,1074 
2016,8,11,3,971 
2016,8,11,4,856 
2016,8,11,5,750 
2016,8,11,6,665 
2016,8,11,7,604 
2016,8,11,8,574 
2016,8,11,9,582 
2016,8,11,10,636 
2016,8,11,11,735 
2016,8,11,12,854 
2016,8,11,13,968 
2016,8,11,14,1061 
2016,8,11,15,1131 
2016,8,11,16,1178 
2016,8,11,17,1200 
2016,8,11,18,1198 
2016,8,11,19,1177 
2016,8,11,20,1149 
2016,8,11,21,1121 
2016,8,11,22,1103 
2016,8,11,23,1102 
2016,8,12,0,1109 
2016,8,12,1,1102 
2016,8,12,2,1071 
2016,8,12,3,1012 
2016,8,12,4,927 
2016,8,12,5,829 
2016,8,12,6,730 
2016,8,12,7,637 
2016,8,12,8,560 
2016,8,12,9,514 
2016,8,12,10,512 
2016,8,12,11,565 
2016,8,12,12,676 
2016,8,12,13,824 
2016,8,12,14,979 
2016,8,12,15,1120 
2016,8,12,16,1233 
2016,8,12,17,1307 
2016,8,12,18,1332 
2016,8,12,19,1307 
2016,8,12,20,1246 
2016,8,12,21,1170 
2016,8,12,22,1095 
2016,8,12,23,1041 
2016,8,13,0,1022 
2016,8,13,1,1032 
2016,8,13,2,1045 
2016,8,13,3,1040 
2016,8,13,4,1003 
2016,8,13,5,929 
2016,8,13,6,826 
2016,8,13,7,705 
2016,8,13,8,580 
2016,8,13,9,473 
2016,8,13,10,407 
2016,8,13,11,403 
2016,8,13,12,478 
2016,8,13,13,632 
2016,8,13,14,835 
2016,8,13,15,1046 
2016,8,13,16,1236 
2016,8,13,17,1378 
2016,8,13,18,1450 
2016,8,13,19,1440 
2016,8,13,20,1361 
2016,8,13,21,1239 
2016,8,13,22,1108 
2016,8,13,23,996 
2016,8,14,0,934 
2016,8,14,1,937 
2016,8,14,2,982 
2016,8,14,3,1034 
2016,8,14,4,1061 
2016,8,14,5,1038 
2016,8,14,6,954 
2016,8,14,7,818 
2016,8,14,8,650 
2016,8,14,9,478 
2016,8,14,10,337 
2016,8,14,11,261 
2016,8,14,12,281 
2016,8,14,13,410 
2016,8,14,14,633 
2016,8,14,15,902 
2016,8,14,16,1171 
2016,8,14,17,1399 
2016,8,14,18,1542 
2016,8,14,19,1571 
2016,8,14,20,1493 
2016,8,14,21,1339 
2016,8,14,22,1151 
2016,8,14,23,975 
2016,8,15,0,856 
2016,8,15,1,826 
2016,8,15,2,881 
2016,8,15,3,978 
2016,8,15,4,1074 
2016,8,15,5,1127 
2016,8,15,6,1100 
2016,8,15,7,976 
2016,8,15,8,780 
2016,8,15,9,551 
2016,8,15,10,331 
2016,8,15,11,166 
2016,8,15,12,106 
2016,8,15,13,181 
2016,8,15,14,390 
2016,8,15,15,691 
2016,8,15,16,1028 
2016,8,15,17,1345 
2016,8,15,18,1584 
2016,8,15,19,1686 
2016,8,15,20,1637 
2016,8,15,21,1469 
2016,8,15,22,1236 
2016,8,15,23,993 
2016,8,16,0,800 
2016,8,16,1,714 
2016,8,16,2,749 
2016,8,16,3,871 
2016,8,16,4,1025 
2016,8,16,5,1160 
2016,8,16,6,1223 
2016,8,16,7,1163 
2016,8,16,8,973 
2016,8,16,9,703 
2016,8,16,10,413 
2016,8,16,11,156 
2016,8,16,12,-8 
2016,8,16,13,-21 
2016,8,16,14,136 
2016,8,16,15,432 
2016,8,16,16,808 
2016,8,16,17,1201 
2016,8,16,18,1543 
2016,8,16,19,1752 
2016,8,16,20,1772 
2016,8,16,21,1621 
2016,8,16,22,1362 
2016,8,16,23,1063 
2016,8,17,0,791 
2016,8,17,1,622 
2016,8,17,2,602 
2016,8,17,3,717 
2016,8,17,4,906 
2016,8,17,5,1112 
2016,8,17,6,1277 
2016,8,17,7,1325 
2016,8,17,8,1203 
2016,8,17,9,934 
2016,8,17,10,597 
2016,8,17,11,261 
2016,8,17,12,-10 
2016,8,17,13,-141 
2016,8,17,14,-81 
2016,8,17,15,164 
2016,8,17,16,538 
2016,8,17,17,973 
2016,8,17,18,1399 
2016,8,17,19,1726 
2016,8,17,20,1860 
2016,8,17,21,1772 
2016,8,17,22,1518 
2016,8,17,23,1184 
2016,8,18,0,845 
2016,8,18,1,582 
2016,8,18,2,473 
2016,8,18,3,536 
2016,8,18,4,726 
2016,8,18,5,976 
2016,8,18,6,1225 
2016,8,18,7,1398 
2016,8,18,8,1403 
2016,8,18,9,1206 
2016,8,18,10,868 
2016,8,18,11,486 
2016,8,18,12,130 
2016,8,18,13,-123 
2016,8,18,14,-195 
2016,8,18,15,-53 
2016,8,18,16,267 
2016,8,18,17,695 
2016,8,18,18,1163 
2016,8,18,19,1585 
2016,8,18,20,1850 
2016,8,18,21,1876 
2016,8,18,22,1676 
2016,8,18,23,1341 
2016,8,19,0,961 
2016,8,19,1,619 
2016,8,19,2,403 
2016,8,19,3,371 
2016,8,19,4,512 
2016,8,19,5,764 
2016,8,19,6,1063 
2016,8,19,7,1338 
2016,8,19,8,1492 
2016,8,19,9,1437 
2016,8,19,10,1175 
2016,8,19,11,798 
2016,8,19,12,402 
2016,8,19,13,60 
2016,8,19,14,-146 
2016,8,19,15,-147 
2016,8,19,16,63 
2016,8,19,17,428 
2016,8,19,18,882 
2016,8,19,19,1346 
2016,8,19,20,1715 
2016,8,19,21,1879 
2016,8,19,22,1789 
2016,8,19,23,1501 
2016,8,20,0,1118 
2016,8,20,1,731 
2016,8,20,2,424 
2016,8,20,3,275 
2016,8,20,4,317 
2016,8,20,5,518 
2016,8,20,6,816 
2016,8,20,7,1148 
2016,8,20,8,1424 
2016,8,20,9,1535 
2016,8,20,10,1423 
2016,8,20,11,1128 
2016,8,20,12,750 
2016,8,20,13,375 
2016,8,20,14,77 
2016,8,20,15,-64 
2016,8,20,16,-1 
2016,8,20,17,246 
